Comment Id,Date / Time,From Id,From,Message,Likes,Comments
10157361185413044_10157361489453044,2019-06-24 12:57:30,,,Ein ABSOLUTES MUSS.....BROKEN FATE! Swiss Metal der obersten Klasse! Für mich etwas vom Besten was die CH in Sachen Metal zu bieten hat!,1,0
10157361185413044_10157361490323044,2019-06-24 12:57:48,,,"MUSE!!! Ärzte, Beyond the Black",2,0
10157361185413044_10157361493963044,2019-06-24 12:57:54,,,Chaoseum. Great Swiss Band,0,0
10157361185413044_10157361494088044,2019-06-24 12:57:59,,,"Die Ärzte, Babymetal, Steel Panther, Deconvolution, Lifecrusher, THORN.",1,0
10157361185413044_10157361494888044,2019-06-24 12:58:08,,,"Rob Zombie, Parkway Drive, Korn, System of a Down, Heaven Shall Burn, Rammstein, Die Ärzte, Tenagius D",2,0
10157361185413044_10157361494938044,2019-06-24 12:58:10,,,"Landmvrks, attila, we butter the bread with butter, wage war, ocean ate alaska 🤘🤘",2,0
10157361185413044_10157361494973044,2019-06-24 12:58:11,,,"Avenged Sevenfold, Alice in Chains, The Pretty Reckless, Korn, Stone Sour, Disturbed, Seether, Tool, etc.",0,0
10157361185413044_10157361495133044,2019-06-24 12:58:19,,,Michel Menzi wünsch der stahlgewitter i dim arsch aber quer🤣... Goht me uf dis Profil alles nur pnos parodie... Au eine vo dene d usländer näme eus d fraue und d job wäg mimimi 🙊,1,0
10157361185413044_10157361495213044,2019-06-24 12:58:21,,,Reto Kropf u no Sarbach!!!,0,0
10157361185413044_10157361495443044,2019-06-24 12:58:29,,,"i prevail
feed her to the sharks
emmure
all faces down",2,0
10157361185413044_10157361495538044,2019-06-24 12:58:34,,,Fire Rose,0,0
10157361185413044_10157361495548044,2019-06-24 12:58:34,,,"i prevail
feed her to the sharks
emmure
all faces down",0,0
10157361185413044_10157361495883044,2019-06-24 12:58:38,,,"All Time Low
IPrevail",0,0
10157361185413044_10157361496908044,2019-06-24 12:59:01,,,Linda Senn parkway drive ond heaven shall burn!^^,0,0
10157361185413044_10157361497168044,2019-06-24 12:59:14,,,Inner Core,1,0
10157361185413044_10157361498433044,2019-06-24 12:59:16,,,Inner Core,1,0
10157361185413044_10157361500848044,2019-06-24 12:59:20,,,"Atreyu ❤
Ice nine kills
Nothing More
Attila
Ektomorf
Kontrust
Dead by April
Three Days Grace
Jennifer Rostock ❤
Rotting Christ
Thy Art is Murder
Knöppel
Insanity Alert
The pretty Reckless
The Marmozets
ZSK
WIZO",1,0
10157361185413044_10157361500933044,2019-06-24 12:59:26,,,Stone sour... Korn.. System of a down... Ärzte.. Bring me the horizon... Airbourne.. Deez nutz...stick to your guns,0,0
10157361185413044_10157361500998044,2019-06-24 12:59:29,,,"Dr. Haze & the Wise Lizardz, Kaatarakt",0,0
10157361185413044_10157361501018044,2019-06-24 12:59:30,,,Dark Despair,3,0
10157361185413044_10157361501058044,2019-06-24 12:59:32,,,Gojira,0,0
10157361185413044_10157361505068044,2019-06-24 12:59:49,,,"Judas Priest, Dark Tranquillity,
Legion of the Damned, Abbath, Satyricon, Finntroll, Rammstein",3,0
10157361185413044_10157361505378044,2019-06-24 12:59:57,,,"FOO FIGHTERS
Ensiferum
Max Cavalera und igor
Zack wylde
Freiwild
ÄRZTE
system of a down
Stone Sour
IRON MAIDEN
Schweizer bands
Defender
Dreamshade
Zeal and ador
Pete bamboo",3,0
10157361185413044_10157361505473044,2019-06-24 12:59:58,,,"Nothing More
Atreyu
Billy Talent 😍
Parkway Drive",0,0
10157361185413044_10157361509313044,2019-06-24 13:00:05,,,Tenacious D / Rammstein / Soulfly / Ärzte / Stone Sour / Skillet / Suicide Silence / Green Day / of mice and men / Korn / miss may i / Hollywood Undead / in this moment,1,0
10157361185413044_10157361509463044,2019-06-24 13:00:12,,,"Rammstein, Parkway Drive, Manson, Insanity (schüpfheim), system of a down, knorkator",0,0
10157361185413044_10157361509533044,2019-06-24 13:00:13,,,Silver Dust,1,0
10157361185413044_10157361510168044,2019-06-24 13:00:23,,,"Yelines ૐ Hofer Montiel är het zwenig liebi vercho als chind,eiguntli tüäder mer scho fasch e bitz leid😂😂",0,0
10157361185413044_10157361510528044,2019-06-24 13:00:30,,,"Irony of Fate
Dizzy Fox
Fighter V",1,0
10157361185413044_10157361510903044,2019-06-24 13:00:38,,,"DevilDriver, Smash Hit Combo, Gojira, The Agonist, Parkway Drive, Meshuggah, Dying Fetus, Ensiferum, Whitechapel",0,0
10157361185413044_10157361511108044,2019-06-24 13:00:45,,,Arnaud Mermod Fever 333,0,0
10157361185413044_10157361512228044,2019-06-24 13:00:48,,,Broken Fate 🤘🎸👍,2,0
10157361185413044_10157361514733044,2019-06-24 13:00:52,,,Bullet for my valentine,1,0
10157361185413044_10157361514818044,2019-06-24 13:00:58,,,Northlane / Silent Planet / Make Them Suffer / Void Of Vision / Awake The Dreamer / Aviana / Thornhill / The Brave / RVNT,0,0
10157361185413044_10157361518423044,2019-06-24 13:01:04,,,"Billy Talent, Green Day, Five finger death punch, trivium, volbeat, alestorm, airbourne",1,0
10157361185413044_10157361518938044,2019-06-24 13:01:14,1037637786247484,Septris,We'd love to play at Greenfield !,0,0
10157361185413044_10157361519068044,2019-06-24 13:01:22,,,"Denise Gielen-Burger 
Battle Beast 🤘🎉🤘",1,0
10157361185413044_10157361522618044,2019-06-24 13:01:25,,,Viviane Fux oder das 🤣🤣 nuja normal isch das nid 🤷‍♀️🤣,0,0
10157361185413044_10157361522708044,2019-06-24 13:01:28,,,"Caliban, rammstein, soad, tenecious d, Iron maiden, Attila,",0,0
10157361185413044_10157361531188044,2019-06-24 13:01:59,,,Broken Fate!!!!!!😎🤟😎,4,0
10157361185413044_10157361534858044,2019-06-24 13:02:05,,,Yelines ૐ Hofer Montiel haha 100 prozänt isch das so,0,0
10157361185413044_10157361535528044,2019-06-24 13:02:24,,,Rammstein Rammstein,0,0
10157361185413044_10157361535623044,2019-06-24 13:02:25,,,"System of a down 
Die böhsen onkels
Bring me the horizon
Parkway drive 
Rammstein
Heaven Shall burn

Nicht schon wieder Volbeat 😴",13,0
10157361185413044_10157361542898044,2019-06-24 13:02:40,,,Mad Sox,1,0
10157361185413044_10157361543188044,2019-06-24 13:02:51,,,Call Me Peter,6,0
10157361185413044_10157361543233044,2019-06-24 13:02:53,,,Improvement !!! 🥰 Rise of the Northstar / Stray from the Path / TRC / Dead Swans,1,0
10157361185413044_10157361543303044,2019-06-24 13:02:54,,,Tyrmfar,5,0
10157361185413044_10157361547783044,2019-06-24 13:03:07,,,"foo fighters
alter bridge
bullet for my valentine",0,0
10157361185413044_10157361548148044,2019-06-24 13:03:18,,,AC/DC,0,0
10157361185413044_10157361552203044,2019-06-24 13:03:23,,,Gojira!,1,0
10157361185413044_10157361552588044,2019-06-24 13:03:32,,,Tamara Neuhaus sind schon ältere kaliber,0,0
10157361185413044_10157361556453044,2019-06-24 13:03:38,,,Rammstein!,0,0
10157361185413044_10157361556498044,2019-06-24 13:03:39,,,"Architects
Annisokay
Machine Head
Feed her to the sharks
Betraying the Martyrs
Bury Tomorrow",2,0
10157361185413044_10157361556663044,2019-06-24 13:03:41,,,"Tool
Deftones
System of a Down
Nine Inch Nails 
Alice in Chains
Korn
Mastodon
Heaven Shall Burn
Terror 
Agnostic Front
Russian Circles
Get The Shot 
Hatebreed 
Red Fang 
Defeater 
Soulfly
Yob
The Young Gods
Unhold 
Sumac 
Sleep 
Windhand 
Olten 
Knöppel 
Leech 
Isis 😜",1,0
10157361185413044_10157361556823044,2019-06-24 13:03:42,,,"Die Ärzte
Guano Apes 
Good Charlotte
Korn
Evanescence
Swiss und die andern",4,3
10157361185413044_10157361557223044,2019-06-24 13:03:53,,,Roman Jeanbourquin genau,0,0
10157361185413044_10157361557233044,2019-06-24 13:03:54,,,"Ektomorf, Booze and Glory, Cruadalach, Wolfchant, Wisdom, Dragonforce, Orden Organ , Accept, Heidevolk, Arkona, Alestorm, Winterstorm, Atlas Pain, Grimner , Gloryhammer , Ensiferum, Twilight force, Agnostic Front, Xandria, Misconduct, Cradle of filth, Legion of the Damned , Finntroll, Rob Zombie, Rhapsody of fire, Judas Priest, Ultra Vomit",1,0
10157361185413044_10157361561583044,2019-06-24 13:04:09,,,"Acranius, Extermination Dismemberment, Kraanium, Colpocleisis, Whoretopsy, Bloodywood, Parasitic Ejaculation, Korpse",1,0
10157361185413044_10157361561603044,2019-06-24 13:04:10,,,Broken Fate 🤟💪,1,0
10157361185413044_10157361561753044,2019-06-24 13:04:13,,,system of a down,0,0
10157361185413044_10157361565723044,2019-06-24 13:04:29,,,❤ERRA ❤,0,0
10157361185413044_10157361565773044,2019-06-24 13:04:34,,,THECITYISOURS,0,0
10157361185413044_10157361569423044,2019-06-24 13:04:40,,,"One Ok Rock, Coldrain, Fame On Fire, Bring Me The Horizon",0,0
10157361185413044_10157361569588044,2019-06-24 13:04:42,,,Roger Gebs Avantasia hani o gschribe ghaa...🤘,1,0
10157361185413044_10157361573173044,2019-06-24 13:04:46,,,"Tool
Gojira
Jinger
Mastodon
Sodom
Der weg einer freiheit
Regard les hommes tomber
les ramoneurs de menhirs
Triptykon",1,2
10157361185413044_10157361573243044,2019-06-24 13:04:50,,,"Rammstein, Dragonforce, Van Canto, Parkway Drive und Billy Talent 🤘🏻🤘🏻🤘🏻",0,0
10157361185413044_10157361576968044,2019-06-24 13:05:03,,,Codger Lingus!,2,0
10157361185413044_10157361577168044,2019-06-24 13:05:12,,,Marilyn manson... Iron Maiden.. rob Zombie,0,0
10157361185413044_10157361577363044,2019-06-24 13:05:25,,,"Matthias Schneider  disturbed, Gojira, prophet of rage, SOAD, rammstein et Ozzy Osborne pour le délire",1,0
10157361185413044_10157361585013044,2019-06-24 13:05:51,,,IRONY OF FATE...what else 😁,0,0
10157361185413044_10157361588838044,2019-06-24 13:06:06,,,Broken Fate!,1,0
10157361185413044_10157361588963044,2019-06-24 13:06:12,,,"Metallica 
Battle Beast 
Helloween 
Disturbed
System of Down",17,0
10157361185413044_10157361589783044,2019-06-24 13:06:13,,,Pat Faden das wär geil 🤘🏻,0,0
10157361185413044_10157361592648044,2019-06-24 13:06:22,,,Miss Broken Fate......,0,0
10157361185413044_10157361592713044,2019-06-24 13:06:25,,,Was ächt?! BROKEN FATE natürli 🤙🤙🤘🤘 das würd üüübelst abgah🍻🍻,2,0
10157361185413044_10157361596463044,2019-06-24 13:06:33,,,"Thirty seconds to Mars, Rammstein, Green Day, Billy talent",1,0
10157361185413044_10157361600068044,2019-06-24 13:06:43,,,Black Diamonds Fat Dog Supernova Plasmajets Broken Fate,0,0
10157361185413044_10157361604443044,2019-06-24 13:07:25,,,"Architects, Rise against, Donots, Ärzte, Trivium, Clawfinger, Slayer, Tenacious D",0,0
10157361185413044_10157361604453044,2019-06-24 13:07:25,,,Dreams in Fragments,2,0
10157361185413044_10157361604678044,2019-06-24 13:07:34,,,Irony of fate,3,0
10157361185413044_10157361604718044,2019-06-24 13:07:37,,,Jinjer ! Headliners !!!,0,0
10157361185413044_10157361605113044,2019-06-24 13:07:56,,,"Gloryhammer, Landmvrks, Any Given Day, our hollow our home",15,2
10157361185413044_10157361608723044,2019-06-24 13:08:01,,,"Aborted, Invidiosus, Decripit Birth, Suffocation, Dying Fetus, Hour Of Penance, Decapitated, Beyond Creation, Hiss From The Moat, Hideous Divinity, Dawn Of Disease, Malevolent Creation, Megadeth, Dream Theater, Psycroptic, Obituary, Morbid Angel, Dismember, usw...",4,0
10157361185413044_10157361612283044,2019-06-24 13:08:03,,,our last night!,1,0
10157361185413044_10157361612458044,2019-06-24 13:08:09,,,Taylor Swift,0,0
10157361185413044_10157361612483044,2019-06-24 13:08:11,,,Falling in Reverse,1,0
10157361185413044_10157361616033044,2019-06-24 13:08:13,,,Thecityisours,0,0
10157361185413044_10157361616058044,2019-06-24 13:08:14,,,Irony of Fate  🤘,0,0
10157361185413044_10157361616133044,2019-06-24 13:08:17,,,HARPYIE ganz eindeutig HARPYIE,5,0
10157361185413044_10157361616393044,2019-06-24 13:08:26,,,"Chunk! No, Captain Chunk!",0,0
10157361185413044_10157361616403044,2019-06-24 13:08:26,,,WILSON!!!!! 😻🔥🤘🏼🖤,0,0
10157361185413044_10157361616573044,2019-06-24 13:08:33,,,"Rammstein
Kraftklub",1,0
10157361185413044_10157361616768044,2019-06-24 13:08:42,,,"Stoneman, Nachtblut, Carach Angren, Ensiferum, Dimmu Borgir, Triptykon...",0,0
10157361185413044_10157361624568044,2019-06-24 13:09:16,,,Oh ja HARPYIE wären eine gute Wahl,0,0
10157361185413044_10157361624663044,2019-06-24 13:09:18,,,Sabaton rammstein amon amarth metallica,8,0
10157361185413044_10157361628343044,2019-06-24 13:09:25,,,"Oh nei ihr sind ja sooo böös zu mir 😱 
 😂😂 Linki Spastis 😂😂",0,0
10157361185413044_10157361628528044,2019-06-24 13:09:29,,,"Neck Deep
The Wonder Years
The Story So Far
Knuckle Puck",1,0
10157361185413044_10157361629123044,2019-06-24 13:09:49,,,"Metallica
Rammstein
Korn
Bring me the Horizon
System of a Down
NIN
AC/DC
Foo Fighters
Rise Against
A Day to Remember",2,0
10157361185413044_10157361629463044,2019-06-24 13:10:06,,,ASP 🖤,0,0
10157361185413044_10157361629488044,2019-06-24 13:10:07,,,"Rammstein 
Ql
Freiwild
Eisbrecher",0,0
10157361185413044_10157361633023044,2019-06-24 13:10:08,,,Broken Fate Dreams in Fragments Elcano,3,0
10157361185413044_10157361633033044,2019-06-24 13:10:08,,,"Anthrax, Saxon, Alice in chains, RHCP, Judas prist, Clutch, Ghost, hollywood vampires.",0,0
10157361185413044_10157361633133044,2019-06-24 13:10:14,,,"gojira
mass hysteria 
strain of madness
1000 mods
king buffalo",0,0
10157361185413044_10157361637333044,2019-06-24 13:10:52,,,"Boss Hoss 
Five Finger Death Punch",0,0
10157361185413044_10157361644688044,2019-06-24 13:11:11,,,"System of a down, deftones, skindred und dj bobo😉",0,0
10157361185413044_10157361644928044,2019-06-24 13:11:28,,,"Nasty, Madball, Cockney Rejects, Überyou, Vale Tudo, GBH, Exploited, The Butcher Sisters, from Mountain to Stars, Invoker, Brothers till we die, Booze & Glory, Tausend Löwen unter Feinden, Ryker's, Reduction, Deez Nuts, Emscherkurve 77, Krawallbrüder, Cold Hard Truth, Born from Pain",0,0
10157361185413044_10157361644993044,2019-06-24 13:11:32,,,"Green Day, Sum41, Five Finger  Death Punch, Billi Talent, Ärzte",0,0
10157361185413044_10157361645108044,2019-06-24 13:11:38,,,Sink Or Swim,0,0
10157361185413044_10157361645258044,2019-06-24 13:11:43,,,Dimmu Borgir,0,0
10157361185413044_10157361656423044,2019-06-24 13:12:24,,,Shaka Ponk,0,0
10157361185413044_10157361660103044,2019-06-24 13:12:33,,,ACDC,0,0
10157361185413044_10157361660158044,2019-06-24 13:12:37,,,"Finntroll
System of a down
Sum41
The offspring
Watain
Carach angren
Ska-P
Flogging molly
Dropkick murphy
Nightwish",0,0
10157361185413044_10157361660448044,2019-06-24 13:12:51,,,"Soad,alestorm,powerwolf,arch enemy,",0,0
10157361185413044_10157361660803044,2019-06-24 13:12:59,,,Rammstein / powerwolf / hammerfall / disturbed / parkway drive / iron maiden,0,0
10157361185413044_10157361660813044,2019-06-24 13:13:00,,,"Lavinia Müller
Rammstein 😍",1,0
10157361185413044_10157361660938044,2019-06-24 13:13:04,,,wäre jtzt kein so schlechtes line up...,0,0
10157361185413044_10157361661068044,2019-06-24 13:13:10,,,THECITYISOURS,0,0
10157361185413044_10157361664958044,2019-06-24 13:13:25,,,Ramstein,1,0
10157361185413044_10157361665193044,2019-06-24 13:13:40,,,Ivo BE wieso nit. Die hän scho mehr als 1 mol am greenfield gspielt,0,0
10157361185413044_10157361665388044,2019-06-24 13:13:48,,,Kreator,0,0
10157361185413044_10157361665618044,2019-06-24 13:13:51,,,"Crystal Lake, Twelve Foot Ninja, Plini, Periphery",0,0
10157361185413044_10157361665648044,2019-06-24 13:13:52,,,"Operation Blockhead
Justin Bieber",4,0
10157361185413044_10157361665823044,2019-06-24 13:14:01,,,GODSMACK,0,0
10157361185413044_10157361665918044,2019-06-24 13:14:03,,,"Insomnium, Tribulation, Dark Tranquillity und Swallow The Sun 🖤",0,0
10157361185413044_10157361666203044,2019-06-24 13:14:19,,,"Iron Maiden
Rammstein
Manowar 
Airborne
Fear Factory
Tesla
Sabaton
Floggin Molly
Drokick Murphys 
Saxon
Gamma Ray
Voivod",0,0
10157361185413044_10157361666293044,2019-06-24 13:14:24,,,XII gallon overdose :),0,0
10157361185413044_10157361666888044,2019-06-24 13:14:45,,,Dizzy Fox HYSTERIA,2,0
10157361185413044_10157361666958044,2019-06-24 13:14:48,,,THORN. !,0,0
10157361185413044_10157361671068044,2019-06-24 13:15:15,,,"Unearth
Sepultura
Walls of Jericho
Jinjer
In Extremo
Hatebreed",0,0
10157361185413044_10157361671078044,2019-06-24 13:15:15,,,"Volbeat, ffdp, System of a down",0,0
10157361185413044_10157361675063044,2019-06-24 13:15:43,,,"Beat Ryffel i ha no dänkd, bi irgendeim vo denä 345'621 Kommentarä müesstesi o erwähnt si!👍🏻🤘🏻",1,0
10157361185413044_10157361675068044,2019-06-24 13:15:43,,,"Arch Enemy
Volbeat
System of a down",2,0
10157361185413044_10157361675108044,2019-06-24 13:15:45,,,BMTH 🙏💓,0,0
10157361185413044_10157361675188044,2019-06-24 13:15:48,,,"Tenacious D, Fozzy, Steel Panther",0,0
10157361185413044_10157361675198044,2019-06-24 13:15:48,,,Bronco,9,0
10157361185413044_10157361679228044,2019-06-24 13:16:11,,,Oliver Schulthess  jo aber gueti🤘🤘😊😁,0,0
10157361185413044_10157361679288044,2019-06-24 13:16:15,,,ChuggaBoom,0,0
10157361185413044_10157361679418044,2019-06-24 13:16:20,,,"Rammstein
System of a down
Of Mice & Men
Parkway Drive
While She Sleeps ❤️",0,0
10157361185413044_10157361690843044,2019-06-24 13:16:41,,,"Russkaja, Flogging Molly, Pendulum",0,0
10157361185413044_10157361701933044,2019-06-24 13:17:18,,,"Sabaton, Hammerfall",0,0
10157361185413044_10157361706003044,2019-06-24 13:17:42,,,Angry Again,1,0
10157361185413044_10157361706048044,2019-06-24 13:17:45,,,In Extremo Anthrax und Equilibrium Alestorm und HAMMERFALL,1,0
10157361185413044_10157361706493044,2019-06-24 13:18:02,,,"Mariachi El Bronx
All Faces Down",0,0
10157361185413044_10157361710128044,2019-06-24 13:18:08,,,"Sum 41, Rise Against, Beartooth, Shinedown, Bad Wolves, Our Last Night :)",1,0
10157361185413044_10157361715438044,2019-06-24 13:19:07,,,Askara,0,0
10157361185413044_10157361715448044,2019-06-24 13:19:09,,,"Iron maiden 
Frei wild
Avenged sevenfold
Hammerfall 
Xandria 
Body count",0,0
10157361185413044_10157361715488044,2019-06-24 13:19:12,,,"System of a down
Monster Magnet
Simia Sapiens",1,0
10157361185413044_10157361715893044,2019-06-24 13:19:27,,,"Amaranthe
Rammstein
Slipknot
Sabaton",2,0
10157361185413044_10157361726788044,2019-06-24 13:19:44,,,Satyricon,0,0
10157361185413044_10157361726848044,2019-06-24 13:19:46,,,System of a Down / Stone Sour 🤘🏼,0,0
10157361185413044_10157361727218044,2019-06-24 13:20:00,,,"Böhde onkelz
Testament
Asp
Excelsis
Eisbrecher
Subway to sally
Saol patrol
J.B.O.......",4,0
10157361185413044_10157361730983044,2019-06-24 13:20:12,,,"Hämatom, Saltiato Mortis, Onkelz, Brdigung, Betontod würde ich sehr gerne (wieder) sehen!",0,0
10157361185413044_10157361731153044,2019-06-24 13:20:23,,,"SEETHER!!

Northlane, Skindred, Architects, In Flames, Devil May Care, Dream State, Mallory Knox, Nothing More",0,0
10157361185413044_10157361731173044,2019-06-24 13:20:24,,,"Sink Or Swim, DEFENDER, All To Get Her, THORN., Mindcollision Fight The Enemy, Nubia, Whiteout ♡♡♡♡♡",5,0
10157361185413044_10157361731243044,2019-06-24 13:20:26,,,Angry Again,2,0
10157361185413044_10157361731418044,2019-06-24 13:20:34,,,Avenged Sevenfold!!,0,0
10157361185413044_10157361731523044,2019-06-24 13:20:43,,,Full House B. C.,0,0
10157361185413044_10157361731913044,2019-06-24 13:20:53,,,"Tenacious D, Kyle Gass Band,  Support the Only Child",6,0
10157361185413044_10157361731968044,2019-06-24 13:20:55,,,"Down
Ghaals Wyrd
Heaven shall burn",0,0
10157361185413044_10157361732208044,2019-06-24 13:21:09,,,"Gracchus, Shambolic Shrinks und Head Smashed",0,0
10157361185413044_10157361732233044,2019-06-24 13:21:09,,,"System of a down ou Serj Tankian, lim bizkit",0,0
10157361185413044_10157361739493044,2019-06-24 13:21:30,,,Bloodhound Gang,2,0
10157361185413044_10157361739503044,2019-06-24 13:21:31,,,"Onkelz, Rammstein",3,0
10157361185413044_10157361750503044,2019-06-24 13:21:50,,,Broken Fate,0,0
10157361185413044_10157361750518044,2019-06-24 13:21:51,,,Avenged Sevenfold,0,0
10157361185413044_10157361750628044,2019-06-24 13:21:54,,,BROKEN FATE 🔥,0,0
10157361185413044_10157361750638044,2019-06-24 13:21:54,,,Fever333,0,0
10157361185413044_10157361750658044,2019-06-24 13:21:55,,,Lordi,2,0
10157361185413044_10157361750758044,2019-06-24 13:21:57,,,HARPYIE!,0,0
10157361185413044_10157361754563044,2019-06-24 13:22:07,,,Broken Fate 🖤🖤🖤,0,0
10157361185413044_10157361754688044,2019-06-24 13:22:09,,,CRUDER,0,0
10157361185413044_10157361754698044,2019-06-24 13:22:09,,,"Hatebreed cannenbalcorpse  brockenfate powertrip  dimmubogir ironkobra svarsot alestorm faun  cradel of fihlt hammerfall
Parkwaydrive mr hurley und die pulveraffen soad",0,0
10157361185413044_10157361758683044,2019-06-24 13:22:39,,,The Misfits!!!! ❤️❤️❤️,0,0
10157361185413044_10157361758763044,2019-06-24 13:22:45,,,Angry Again,2,0
10157361185413044_10157361759193044,2019-06-24 13:23:12,,,Mindcollision Obey The Brave Terror Unified Move Expellow und nur für dii Lisa no Parkway Drive,2,3
10157361185413044_10157361759583044,2019-06-24 13:23:27,,,"Bad Religion
Satanic Surfers
No Fun At All
A Wilhelm Scream
Descendents
❤",3,0
10157361185413044_10157361759688044,2019-06-24 13:23:33,,,Rammstein / Pro Pain / Terror / Arch Enemy / Sodom /,1,1
10157361185413044_10157361760133044,2019-06-24 13:23:55,,,"Opeth, Make them suffer, northlane,uada",0,0
10157361185413044_10157361760348044,2019-06-24 13:24:03,,,"Five Finger Death Punch
Rise Against
System of a down
The Offspring
Billy Talent
Korn
Sum 41
Volbeat
❤️❤️❤️",0,0
10157361185413044_10157361760623044,2019-06-24 13:24:20,,,Broken fate,2,0
10157361185413044_10157361760833044,2019-06-24 13:24:26,,,"Fire from the Gods
Foo Fighters
Boysetsfire
Killswitch Engage
A perfect circle",1,0
10157361185413044_10157361761108044,2019-06-24 13:24:31,,,Die toten Hosen,0,0
10157361185413044_10157361764858044,2019-06-24 13:24:56,,,"All that Remains, System of a down, Parkway Drive, Die Ärzte, Rammstein, Bullet for my valentine, Metallica, Sum 41, Rise Against, Three Days Grace, Asking Alexandria , Korn",0,0
10157361185413044_10157361765378044,2019-06-24 13:25:01,,,"I Prevail
Rammstein
Five Finger Death Punch
System of a down
Sickret",1,0
10157361185413044_10157361765538044,2019-06-24 13:25:02,,,"Daniel Strahm
Matthias Antener
Jasmin Walter
Julia Schlachter",0,0
10157361185413044_10157361766093044,2019-06-24 13:25:05,,,Nicola D. Kopp 😍,1,0
10157361185413044_10157361769318044,2019-06-24 13:25:35,,,"System of a down, Rammstein, Pascow, Toy Dolls",0,0
10157361185413044_10157361769503044,2019-06-24 13:25:40,,,Andre Eiholzer Greenday und Muse 😍😍,0,0
10157361185413044_10157361770253044,2019-06-24 13:25:55,,,"SKA-P, Heaven Shall Burn, System of a Down",1,0
10157361185413044_10157361770503044,2019-06-24 13:26:03,,,"Billy Talent, Rammstein, System of a down",0,0
10157361185413044_10157361770943044,2019-06-24 13:26:20,,,"Metallica, Rammstein, Foo Fighters, Onkelz, Hatebreed, Madball",4,0
10157361185413044_10157361771068044,2019-06-24 13:26:24,,,PANIC AT THE DSCOOOO,0,0
10157361185413044_10157361771148044,2019-06-24 13:26:27,,,"Frei.Wild
I Prevail
Rammstein
Nightwish
Bring me the Horizon
Black vail Birds
Omph",0,0
10157361185413044_10157361771273044,2019-06-24 13:26:30,,,RADIO HAVANNA,1,0
10157361185413044_10157361771348044,2019-06-24 13:26:31,,,"IPrevail
Eskimo Callboy
Frei.Wild
Asking Alexandria
Greenday",0,0
10157361185413044_10157361771378044,2019-06-24 13:26:33,,,"HAK Mundartmetal
wir waren schliesslich nicht die einzigen Greenfield Gänger die Merch von dieser Band trugen",0,0
10157361185413044_10157361771468044,2019-06-24 13:26:35,,,The HU. Ramstein.,0,0
10157361185413044_10157361771548044,2019-06-24 13:26:36,,,"You me at six
Burry tomorrow 
Parkway Drive",0,0
10157361185413044_10157361771753044,2019-06-24 13:26:41,,,"Alestorm système of a down ,rammstein, calliban",0,0
10157361185413044_10157361771908044,2019-06-24 13:26:45,,,"FFDP, Rammstein, Skindread, Hollywood undead, Thy art is murder, Three days grace, At the gates, While she sleeps, Evanecence, Heaven shall burn, Architects, Fat Dog zum Beispiel 🤗",23,0
10157361185413044_10157361772323044,2019-06-24 13:27:00,,,"Thundermother, Volbeat, JD Miller, Maverick, Supernova Plasmajets, Frontslam",0,0
10157361185413044_10157361772408044,2019-06-24 13:27:04,,,Broilers 🤘,0,0
10157361185413044_10157361773163044,2019-06-24 13:27:31,,,Irony Of Fate,1,0
10157361185413044_10157361774483044,2019-06-24 13:28:31,,,,3,0
10157361185413044_10157361774533044,2019-06-24 13:28:34,,,Jonathan Reyes Ortiz tencacious D ❤️❤️❤️,1,0
10157361185413044_10157361774658044,2019-06-24 13:28:39,,,THECITYISOURS,1,0
10157361185413044_10157361774683044,2019-06-24 13:28:39,,,"frei.wild
volbeat
5 finger death punch
slipknot
rammstein
amaranthe",2,0
10157361185413044_10157361774868044,2019-06-24 13:28:48,,,"Parkway Drive, hatebreed, korn, disturbed, five finger death punch, clawfinger, dope, system of a down, insanity (ch), madball, lionheart, terror",1,4
10157361185413044_10157361774878044,2019-06-24 13:28:48,,,"System of a down, nochmals Slipknot, Parkwaydrive...😜",0,0
10157361185413044_10157361775558044,2019-06-24 13:29:22,,,Gilli drinking beer live on stage,1,0
10157361185413044_10157361775708044,2019-06-24 13:29:30,,,"Rammstein, disturbed, Five Finger death punch, alian ant farm",0,0
10157361185413044_10157361775938044,2019-06-24 13:29:45,,,Irony Of Fate ❤️,3,0
10157361185413044_10157361776333044,2019-06-24 13:30:05,,,THECITYISOURS 🙌,0,0
10157361185413044_10157361776423044,2019-06-24 13:30:08,,,André Marchand bonne liste!!! Mais faut pas trop compter sur SoaD je pense 😂,1,0
10157361185413044_10157361776523044,2019-06-24 13:30:17,,,Volbeat... Disturbed...,0,0
10157361185413044_10157361776678044,2019-06-24 13:30:24,,,Rammstein,3,0
10157361185413044_10157361776743044,2019-06-24 13:30:27,,,"Attila,parkway drive,hatebreed,disturbed,asking alexandria,any given day,dope etc.",1,0
10157361185413044_10157361776788044,2019-06-24 13:30:29,,,"Infectedrain, Sirenia, Halestorm, Arch Enemy",0,0
10157361185413044_10157361776943044,2019-06-24 13:30:36,,,"Nine inch nails
System of a Down
Flogging Molly
Die Ärzte
Alter Bridge
Royal Blood",0,2
10157361185413044_10157361776988044,2019-06-24 13:30:39,,,In Flames,0,0
10157361185413044_10157361777223044,2019-06-24 13:30:50,,,Korn,0,0
